,click_through_rate,conversion_rate,view_time,cost_per_click,ROI,day_of_week,day_of_month,month,is_weekend,is_holiday,age_group_encoded,engagement_level_encoded,device_type_Mobile,device_type_Tablet,location_Germany,location_India,location_UK,location_USA,gender_Male,content_type_Text,content_type_Video,ad_topic_Electronics,ad_topic_Entertainment,ad_topic_Fashion,ad_topic_Finance,ad_topic_Food,ad_topic_Health,ad_topic_Travel,ad_target_audience_Fitness Lovers,ad_target_audience_Professionals,ad_target_audience_Students,ad_target_audience_Tech Enthusiasts,ad_target_audience_Travel Lovers,ad_target_audience_Young Adults
165,0.0522,0.0773,48,0.28,11.14,4,3,10,0,0,3,15.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
166,0.0354,0.0387,70,0.79,0.97,3,5,6,0,0,4,15.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
167,0.0666,0.0427,59,0.92,3.46,2,14,5,0,0,1,15.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
168,0.0359,0.028,6,0.74,1.23,3,25,12,0,1,0,0.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
169,0.1163,0.0672,24,0.79,6.42,4,21,11,0,0,0,,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
170,0.0403,0.0337,22,0.61,1.84,6,31,8,1,0,0,,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
171,0.1252,0.0549,87,0.3,8.38,3,23,10,0,0,0,50.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
172,0.0535,0.0438,14,0.46,7.07,1,28,10,0,0,0,0.0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
173,0.0301,0.0431,13,0.4,3.72,5,8,3,1,0,2,0.0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
174,0.0796,0.0846,28,1.48,0.34,4,24,10,0,0,3,,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
175,0.0385,0.0354,66,0.51,1.76,4,25,7,0,0,3,15.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
176,0.0809,0.0695,22,0.92,4.11,4,21,2,0,0,3,,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
177,0.0596,0.044,14,0.78,2.12,0,7,7,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
178,0.0732,0.075,12,1.88,0.05,6,22,6,1,0,2,0.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
179,0.0256,0.0277,48,0.82,0.6,2,28,5,0,0,3,15.0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
180,0.0209,0.0402,9,1.6,0.76,6,27,4,1,0,4,0.0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
181,0.0695,0.0525,43,1.04,3.4,2,24,12,0,0,0,5.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
182,0.0476,0.0508,34,0.84,0.29,2,2,4,0,0,2,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
183,0.0238,0.0382,14,0.43,4.91,2,24,12,0,0,4,0.0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
184,0.0358,0.0532,15,0.3,11.22,2,30,7,0,0,3,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
185,0.0263,0.0328,16,0.79,1.41,4,25,7,0,0,4,,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
186,0.1056,0.0912,20,1.26,0.5,0,7,4,0,0,0,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
187,0.0232,0.0246,24,0.59,1.27,4,17,1,0,0,3,,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
188,0.0825,0.0693,27,0.46,7.43,5,19,4,1,0,3,,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
189,0.0173,0.0339,13,1.04,0.23,2,9,7,0,0,4,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
190,0.1009,0.0783,61,1.59,3.74,1,29,4,0,0,1,15.0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
191,0.1016,0.0752,9,0.75,3.56,0,6,1,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
192,0.0384,0.0461,11,0.98,1.93,0,15,9,0,0,4,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
193,0.0227,0.0358,12,0.47,1.94,4,28,3,0,0,4,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
194,0.0902,0.0536,23,0.85,1.52,3,9,1,0,0,0,,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
195,0.0893,0.0597,61,1.56,0.17,6,21,12,1,0,1,15.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
196,0.0464,0.0411,26,0.97,0.35,3,20,2,0,0,2,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
197,0.0842,0.0503,24,1.06,3.08,4,3,1,0,0,2,,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
198,0.0456,0.0519,49,1.1,4.0,0,4,8,0,0,1,5.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
199,0.1041,0.0738,79,1.11,3.12,2,11,6,0,0,0,50.0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
200,0.0496,0.059,48,0.7,4.7,6,31,8,1,0,3,5.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0.0808,0.0556,21,1.35,1.23,5,22,3,1,0,0,,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0.0526,0.0362,22,1.81,0.14,4,7,2,0,0,3,,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
203,0.1354,0.0649,59,0.65,2.13,6,29,6,1,0,0,15.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
204,0.0331,0.0616,14,1.91,0.35,2,6,8,0,0,4,0.0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
205,0.0867,0.0391,50,0.31,5.16,4,18,7,0,0,1,15.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
206,0.0313,0.0298,42,0.65,1.38,5,21,6,1,0,2,5.0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
207,0.025,0.0298,86,0.35,4.49,2,8,10,0,0,3,50.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
208,0.1011,0.0512,63,0.89,0.76,1,15,4,0,0,0,50.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
209,0.1108,0.0909,80,0.51,3.69,6,3,8,1,0,0,50.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
210,0.0213,0.0234,66,0.66,1.82,1,25,3,0,0,3,15.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
211,0.0827,0.0716,27,1.17,1.66,2,23,4,0,0,2,,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
212,0.032,0.0523,37,1.09,0.36,2,9,7,0,0,3,5.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
213,0.0609,0.0467,13,1.35,0.41,6,8,6,1,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
214,0.0614,0.0528,47,1.01,1.7,4,15,8,0,0,3,15.0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
215,0.0965,0.085,30,0.42,15.45,2,6,8,0,0,1,,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
216,0.0891,0.0844,87,0.52,12.7,3,27,11,0,0,3,50.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
217,0.045,0.0381,8,0.87,2.86,1,5,8,0,0,0,0.0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
218,0.0584,0.0371,32,0.23,13.12,0,21,7,0,0,2,5.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
219,0.0613,0.0838,34,0.27,17.58,2,13,8,0,0,3,5.0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
220,0.0336,0.0326,62,0.51,0.8,3,20,11,0,0,1,15.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
221,0.1201,0.0929,31,1.32,3.28,3,18,12,0,0,0,5.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
222,0.0712,0.0861,39,1.24,0.98,2,7,5,0,0,3,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
223,0.0721,0.0621,13,0.85,3.34,4,5,12,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
224,0.0701,0.0708,79,0.99,6.06,3,17,4,0,0,3,50.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
225,0.0372,0.0237,29,1.36,-0.5,1,25,3,0,0,1,,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
226,0.0704,0.0373,35,0.93,1.49,3,20,11,0,0,0,5.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
227,0.021,0.0303,30,1.54,-0.0,0,20,1,0,0,4,5.0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
228,0.04,0.0235,12,0.53,0.87,3,27,11,0,0,1,0.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
229,0.0271,0.0246,22,0.46,1.54,6,28,9,1,0,2,,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
230,0.0816,0.0819,32,0.72,7.28,1,22,7,0,0,2,5.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
231,0.0502,0.0507,34,0.87,1.76,2,9,7,0,0,3,5.0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
232,0.06,0.0425,53,0.88,1.93,1,15,7,0,0,2,15.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
233,0.0879,0.0746,27,0.38,8.95,5,1,2,1,0,2,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
234,0.0337,0.0382,30,0.98,2.01,4,2,5,0,0,2,,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
235,0.0743,0.0825,30,1.36,5.24,0,29,9,0,0,1,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
236,0.0863,0.07,71,0.62,8.21,1,4,3,0,0,3,50.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
237,0.0312,0.0395,83,0.89,3.89,0,22,9,0,0,1,50.0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
238,0.0284,0.0507,28,0.44,9.66,1,16,9,0,0,4,,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
239,0.0801,0.059,20,0.29,3.45,1,15,7,0,0,2,,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
240,0.0719,0.0674,9,0.89,2.66,0,9,6,0,0,0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
241,0.0278,0.0286,12,0.73,0.07,3,25,12,0,1,2,0.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
242,0.049,0.0392,14,0.98,2.15,2,15,10,0,0,2,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
243,0.0248,0.0324,24,1.12,-0.13,5,4,1,1,0,3,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
244,0.0312,0.0275,8,1.21,0.93,6,14,12,1,0,2,0.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
245,0.0895,0.0391,30,0.87,0.98,6,23,11,1,0,1,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
246,0.031,0.0351,15,1.88,0.56,5,2,8,1,0,1,0.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
247,0.0867,0.0682,14,0.68,1.46,1,1,4,0,0,0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
248,0.0427,0.049,32,0.95,3.08,5,10,5,1,0,2,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
249,0.0594,0.0696,23,1.07,0.34,3,10,4,0,0,4,,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
250,0.064,0.0548,8,0.66,0.6,5,28,6,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
251,0.0608,0.0668,11,0.93,1.38,3,18,12,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,0.0509,0.0361,15,0.62,1.63,5,17,5,1,0,2,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
253,0.1415,0.0763,59,1.16,6.84,0,10,3,0,0,1,50.0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
254,0.0598,0.0384,15,0.5,1.28,5,22,3,1,0,0,0.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
255,0.0291,0.0404,14,1.35,-0.05,5,6,12,1,0,2,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
256,0.0596,0.0702,39,1.43,3.87,0,20,1,0,1,4,5.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
257,0.0934,0.0508,48,1.11,2.79,1,11,2,0,0,0,5.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
258,0.0313,0.0395,56,0.57,3.32,2,9,4,0,0,3,15.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
259,0.031,0.0314,8,0.94,0.52,2,5,2,0,0,1,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
260,0.0262,0.0309,19,1.31,-0.21,5,16,8,1,0,3,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
261,0.0416,0.0601,64,0.54,1.96,2,30,7,0,0,4,50.0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
262,0.0522,0.0482,21,0.5,1.85,0,31,3,0,0,2,,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
263,0.0472,0.037,7,0.76,1.45,2,30,4,0,0,2,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
264,0.0948,0.0459,12,0.74,3.65,6,1,6,1,0,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
265,0.0457,0.0868,50,1.1,1.72,5,13,9,1,0,4,5.0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
266,0.0468,0.0505,28,0.45,5.72,3,21,8,0,0,2,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
267,0.1547,0.0991,45,0.96,7.98,2,2,4,0,0,0,15.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
268,0.0469,0.033,10,1.03,0.54,4,11,4,0,0,0,0.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
269,0.0398,0.0339,11,0.76,2.48,2,23,4,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
270,0.0623,0.0663,29,1.48,1.13,4,4,7,0,0,3,,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
271,0.0371,0.0379,47,0.54,1.78,3,3,4,0,0,0,5.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
272,0.1501,0.0735,47,1.34,4.72,6,6,4,1,0,0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
273,0.0351,0.0365,22,0.76,1.94,1,28,10,0,0,2,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
274,0.0319,0.0367,5,0.72,2.79,0,15,9,0,0,1,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,0.0437,0.0399,5,0.82,0.05,6,2,2,1,0,0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
276,0.0184,0.0359,15,0.81,3.26,4,7,3,0,0,4,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
277,0.0154,0.039,25,0.93,0.54,0,24,3,0,0,4,,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
278,0.0936,0.0654,26,0.52,2.34,4,14,11,0,0,1,,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
279,0.0591,0.0558,8,0.45,9.14,0,21,7,0,0,3,0.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
280,0.0383,0.0337,28,0.26,5.81,0,7,7,0,0,0,,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
281,0.0254,0.0345,21,0.57,2.4,3,19,6,0,0,2,,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
282,0.0299,0.0409,10,0.76,0.59,0,25,8,0,0,4,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
283,0.0286,0.0297,30,0.67,0.04,4,21,2,0,0,2,,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
284,0.045,0.0426,30,0.71,4.67,6,12,1,1,0,0,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
285,0.0468,0.0338,18,0.56,1.88,4,19,9,0,0,1,,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
286,0.0526,0.0444,18,0.84,0.13,3,27,2,0,0,3,,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
287,0.0366,0.0402,22,1.07,0.34,5,9,8,1,0,1,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
288,0.0488,0.0481,31,0.64,6.51,4,28,11,0,0,3,5.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
289,0.1179,0.0893,24,0.44,8.01,1,17,6,0,0,0,,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
290,0.0424,0.0359,44,0.43,6.86,0,5,5,0,0,1,5.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
291,0.065,0.0404,17,0.9,2.42,2,2,4,0,0,2,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
292,0.0993,0.0664,21,0.78,1.59,1,18,11,0,0,0,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
293,0.0455,0.0402,69,0.92,1.4,6,23,2,1,0,2,50.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
294,0.0637,0.0553,14,0.52,1.81,6,19,1,1,0,3,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
295,0.0595,0.0495,32,0.61,5.73,0,21,7,0,0,2,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
296,0.0546,0.0298,42,0.23,8.59,3,16,1,0,0,1,5.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
297,0.0203,0.0231,6,1.9,-0.3,4,21,2,0,0,4,0.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
298,0.0619,0.0619,28,0.77,6.98,3,21,8,0,0,3,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
299,0.0719,0.0864,20,0.77,1.35,0,10,2,0,0,2,,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
300,0.0933,0.0518,37,0.33,6.06,5,20,9,1,0,2,5.0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
301,0.0617,0.0786,57,1.18,0.93,5,25,1,1,0,3,15.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
302,0.0741,0.084,52,0.52,13.63,6,5,10,1,0,2,15.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
303,0.0948,0.0565,39,0.77,2.33,1,18,11,0,0,2,5.0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
304,0.0958,0.0798,28,0.91,2.24,5,14,6,1,0,1,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
305,0.0648,0.0691,5,0.32,17.44,3,23,1,0,0,2,0.0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
306,0.069,0.0819,58,0.67,2.43,3,4,9,0,0,3,15.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
307,0.0753,0.078,48,0.45,15.02,5,29,3,1,0,2,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
308,0.1372,0.0705,22,0.38,11.23,1,8,7,0,0,0,,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
309,0.0781,0.0647,27,1.43,2.12,3,17,4,0,0,1,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
310,0.0233,0.029,42,0.44,0.99,5,22,3,1,0,4,5.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
311,0.0616,0.0728,86,0.83,9.38,4,25,7,0,0,3,50.0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
312,0.0488,0.0424,6,0.66,1.9,2,29,10,0,0,1,0.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
313,0.05,0.0644,11,1.0,2.76,1,23,9,0,0,1,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
314,0.0612,0.0477,28,1.32,0.63,5,17,5,1,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
315,0.0296,0.0544,50,0.72,6.3,1,22,4,0,0,4,15.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
316,0.0586,0.0565,45,0.56,5.5,0,14,7,0,0,2,5.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
317,0.0651,0.0461,30,0.84,1.35,0,24,2,0,0,2,5.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
318,0.051,0.0597,27,1.09,4.03,0,29,9,0,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
319,0.0216,0.0276,21,0.26,5.9,0,8,9,0,0,4,,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
320,0.0296,0.0269,14,0.52,3.25,0,15,12,0,0,3,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
321,0.0423,0.0693,70,0.29,5.35,5,22,3,1,0,4,15.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
322,0.0786,0.0896,33,0.56,7.87,5,15,3,1,0,3,5.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
323,0.0515,0.0427,30,1.12,2.72,3,31,7,0,0,3,,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
324,0.0229,0.0326,6,0.29,2.7,6,5,1,1,0,3,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
325,0.0454,0.0239,51,0.42,4.91,4,25,7,0,0,1,15.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
326,0.0465,0.0434,6,0.44,6.85,5,27,12,1,0,0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
327,0.0808,0.0691,12,0.57,1.64,4,13,6,0,0,0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
328,0.0389,0.0647,29,0.51,9.01,6,26,1,1,0,4,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
329,0.027,0.0424,30,0.88,2.98,4,2,5,0,0,3,5.0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
330,0.0619,0.0528,30,0.34,6.12,1,9,9,0,0,2,,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
331,0.0324,0.0355,11,0.5,1.48,3,30,1,0,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
332,0.0466,0.0242,9,0.33,4.21,3,20,2,0,0,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
333,0.0485,0.0371,11,0.63,0.22,1,4,2,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
